,Location,Vehicle_Year,Miles_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Company,Fuel_Consumption(mpg),Engine(CC),Power(bhp),Price
3407,Atlanta,4,21128,CNG,Automatic,First,5.0,GM,48,1197.0,81.8,9900
3408,San_Francisco,7,80782,Gasoline,Automatic,First,5.0,RENAULT,51,1461.0,84.8,9500
3409,Seattle,2,32549,Gasoline,Automatic,First,5.0,GM,57,1248.0,88.5,20300
3410,Atlanta,9,27342,Diesel,Automatic,First,5.0,NISSAN,42,1198.0,75.0,5300
3411,San_Francisco,5,52198,Gasoline,Automatic,First,5.0,FORD,47,1399.0,68.05,7600
3412,Orlando,3,25911,Diesel,Dual_Clutch,First,5.0,HONDA,31,1997.0,141.1,33360
3413,Los_Angeles,6,101288,Gasoline,Automatic,First,5.0,NISSAN,45,1461.0,108.5,10000
3414,Chicago,9,26099,Diesel,Automatic,Second,5.0,TOYOTA,42,1197.0,78.9,7500
3415,Houston,7,80161,Gasoline,Automatic,Third,5.0,HYUNDAI,50,1396.0,88.76,8220
3416,Chicago,5,20009,CNG,Automatic,Second,5.0,FORD,43,1196.0,86.8,8500
3417,Charlotte,15,80161,Gasoline,Automatic,First,6.0,MITSUBISHI,25,2835.0,107.2,6900
3418,Boston,6,24856,Gasoline,Manual,First,5.0,AUDI,40,1968.0,174.33,45000
3419,Dallas,14,93210,CNG,Automatic,First,8.0,TOYOTA,29,1998.0,132.0,9000
3420,Houston,13,86996,CNG,Automatic,First,5.0,CHEVROLET,36,1150.0,74.9,1800
3421,San_Francisco,14,39261,CNG,Automatic,First,5.0,HYUNDAI,36,1341.0,83.0,3700
3422,Atlanta,7,24592,Gasoline,Automatic,First,5.0,HONDA,61,1498.0,98.6,6500
3423,Los_Angeles,10,39521,Gasoline,Automatic,Second,5.0,GM,42,1248.0,0.0,6200
3424,Seattle,6,43730,Gasoline,Automatic,First,5.0,FORD,53,1498.0,89.84,14680
3425,Atlanta,5,16315,Gasoline,Automatic,First,5.0,VOLKSWAGEN,47,1498.0,88.5,8500
3426,Dallas,4,8364,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.86,12900
3427,Chicago,9,75811,Gasoline,Automatic,Second,8.0,TOYOTA,30,2494.0,102.0,21500
3428,Atlanta,5,36407,Gasoline,Semi-Automatic,First,5.0,MERCEDES-BENZ,36,2143.0,203.2,55500
3429,Houston,15,71461,Diesel,Automatic,Second,5.0,GM,41,1061.0,64.0,1980
3430,Los_Angeles,4,46605,Gasoline,Continuously_Variable,First,7.0,FORD,30,2198.0,158.0,48000
3431,Houston,4,18823,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.86,12200
3432,Austin,3,20039,Diesel,Automatic,First,5.0,HONDA,41,1199.0,88.7,16500
3433,Boston,7,45984,CNG,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,73.9,9300
3434,Charlotte,6,34861,Diesel,Automatic,First,5.0,HONDA,32,1997.0,153.86,19500
3435,Boston,6,38107,CNG,Automatic,First,5.0,HYUNDAI,44,1197.0,81.86,8800
3436,Atlanta,6,20506,CNG,Automatic,First,5.0,GM,45,1197.0,85.8,7980
3437,Seattle,4,11241,Gasoline,Dual_Clutch,First,5.0,BMW,38,2993.0,258.0,91460
3438,Orlando,6,44362,Gasoline,Automatic,First,5.0,FORD,53,1498.0,89.84,10540
3439,Charlotte,6,25477,Ethanol,Automatic,First,5.0,GM,62,998.0,58.2,7000
3440,Austin,4,41634,Gasoline,Automatic,First,5.0,HONDA,61,1498.0,98.6,14500
3441,Chicago,12,61519,Gasoline,Automatic,Second,5.0,CHRYSLER,40,1405.0,70.0,3200
3442,Los_Angeles,6,88239,Gasoline,Automatic,Second,5.0,RENAULT,45,1461.0,108.45,12000
3443,Chicago,10,16757,CNG,Automatic,First,5.0,HYUNDAI,48,1197.0,78.9,6000
3444,Charlotte,5,17168,CNG,Automatic,First,5.0,HONDA,44,1199.0,88.7,9900
3445,San_Francisco,4,51264,Gasoline,Automatic,First,5.0,GM,56,1248.0,88.5,17980
3446,Charlotte,13,53440,CNG,Automatic,Third,5.0,HONDA,28,2354.0,144.0,3700
3447,Seattle,4,16766,CNG,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,73.9,12320
3448,San_Francisco,10,68647,Gasoline,Automatic,First,5.0,GM,50,1248.0,73.9,7000
3449,Houston,6,42877,Diesel,Automatic,First,5.0,HONDA,46,1199.0,88.76,9000
3450,San_Francisco,3,7457,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.83,15500
3451,San_Francisco,6,48158,Gasoline,Automatic,First,5.0,RENAULT,48,1461.0,83.8,13200
3452,Orlando,6,29846,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,82.0,9960
3453,Chicago,12,105638,Gasoline,Manual,Third,5.0,BMW,38,1995.0,181.0,19500
3454,Charlotte,6,43228,Gasoline,Automatic,First,5.0,FORD,53,1498.0,89.84,11100
3455,San_Francisco,4,28269,Gasoline,Continuously_Variable,First,5.0,VOLKSWAGEN,51,1498.0,108.5,20600
3456,Chicago,9,52819,CNG,Dual_Clutch,Second,5.0,HONDA,28,2354.0,177.6,15000
3457,San_Francisco,12,34738,Diesel,Automatic,First,5.0,CHEVROLET,34,1399.0,92.7,3600
3458,San_Francisco,3,11496,Diesel,Automatic,First,5.0,VOLKSWAGEN,38,1199.0,74.0,12500
3459,San_Francisco,5,80627,Gasoline,Automatic,Second,7.0,TESLA,35,2489.0,93.7,13600
3460,San_Francisco,11,31631,Diesel,Manual,First,5.0,HYUNDAI,45,1197.0,80.0,6000
3461,Seattle,5,52648,Gasoline,Automatic,First,7.0,TESLA,36,2179.0,140.0,23200
3462,Charlotte,7,24856,Gasoline,Automatic,Second,5.0,HYUNDAI,53,1582.0,126.24,13900
3463,Charlotte,10,37284,CNG,Automatic,Third,5.0,VOLKSWAGEN,34,1798.0,160.0,7000
3464,Seattle,6,20814,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.86,11000
3465,Charlotte,5,15535,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.83,11300
3466,Austin,7,44119,Gasoline,Automatic,First,8.0,CHEVROLET,43,1248.0,73.8,6500
3467,Seattle,5,12941,CNG,Manual,First,5.0,LEXUS,34,1598.0,103.6,15440
3468,Los_Angeles,4,26250,Gasoline,Automatic,First,5.0,HYUNDAI,46,1582.0,126.2,24000
3469,Houston,7,61269,Gasoline,Automatic,First,5.0,CHEVROLET,60,936.0,57.6,3100
3470,Dallas,9,38589,Gasoline,Automatic,First,7.0,TOYOTA,27,2982.0,171.0,21500
3471,Seattle,4,27489,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.83,13440
3472,Seattle,8,57009,Gasoline,Manual,First,7.0,AUDI,28,2967.0,241.4,57100
3473,Boston,7,12321,Gasoline,Dual_Clutch,Second,4.0,PORSCHE,42,2967.0,300.0,150000
3474,San_Francisco,4,22924,Diesel,Automatic,First,5.0,HONDA,42,1497.0,117.3,20980
3475,San_Francisco,8,55956,Gasoline,Automatic,First,7.0,TESLA,40,1493.0,100.0,7600
3476,Austin,8,45985,Gasoline,Continuously_Variable,First,5.0,AUDI,39,1968.0,140.0,37000
3477,Atlanta,7,25477,CNG,Continuously_Variable,First,5.0,HYUNDAI,29,2359.0,198.25,12000
3478,San_Francisco,8,51998,Gasoline,Automatic,First,5.0,HYUNDAI,52,1582.0,126.32,11000
3479,Los_Angeles,10,56547,Diesel,Automatic,First,5.0,GM,44,998.0,67.1,4600
3480,Houston,4,31070,Gasoline,Automatic,First,7.0,GM,58,1248.0,88.5,17400
3481,Dallas,5,36041,Gasoline,Automatic,First,5.0,HYUNDAI,57,1120.0,71.01,9900
3482,Houston,8,49712,Gasoline,Automatic,First,5.0,GM,54,1248.0,74.0,8500
3483,Orlando,3,25658,Gasoline,Automatic,Second,7.0,TESLA,38,2179.0,140.0,21880
3484,Dallas,7,40391,Gasoline,Continuously_Variable,First,5.0,BMW,53,1995.0,190.0,42520
3485,Boston,4,10235,Diesel,Automatic,Second,5.0,TOYOTA,34,1798.0,138.03,23000
3486,Los_Angeles,5,33766,Gasoline,Automatic,Second,5.0,HYUNDAI,53,1396.0,88.73,12000
3487,San_Francisco,4,14929,Diesel,Automatic,First,6.0,TESLA,43,1198.0,82.0,8200
3488,Atlanta,7,14930,Diesel,Automatic,First,5.0,GM,58,796.0,47.3,4020
3489,San_Francisco,10,36830,CNG,Automatic,First,5.0,FIAT,37,1172.0,67.0,5200
3490,Atlanta,8,24856,Diesel,Automatic,First,5.0,GM,44,998.0,67.1,4700
3491,Boston,8,96669,Gasoline,Automatic,Second,6.0,MITSUBISHI,22,2835.0,118.6,18300
3492,Chicago,7,26298,CNG,Automatic,First,5.0,HONDA,46,1198.0,86.8,5800
3493,Seattle,3,15009,Gasoline,Automatic,Second,5.0,HYUNDAI,53,1396.0,88.73,18360
3494,Charlotte,4,16778,Diesel,Continuously_Variable,First,5.0,HYUNDAI,31,1591.0,121.3,22900
3495,San_Francisco,8,57169,Ethanol,Automatic,Second,5.0,GM,63,796.0,38.4,4200
3496,Orlando,3,38399,CNG,Automatic,First,5.0,HONDA,42,1198.0,86.7,11060
3497,Chicago,4,8389,CNG,Automatic,First,6.0,TESLA,43,1198.0,82.0,7500
3498,Los_Angeles,2,2796,Diesel,Manual,First,5.0,HONDA,42,1497.0,117.3,25000
3499,Charlotte,3,14292,Gasoline,Semi-Automatic,First,7.0,TESLA,38,2179.0,140.0,31000
3500,Los_Angeles,9,40640,Diesel,Automatic,First,5.0,HYUNDAI,0,1086.0,0.0,4200
3501,Charlotte,7,50071,Gasoline,Semi-Automatic,Second,5.0,MERCEDES-BENZ,35,2143.0,170.0,29000
3502,Seattle,3,26500,Gasoline,Continuously_Variable,First,5.0,RENAULT,46,1461.0,108.45,24920
3503,Boston,6,18642,CNG,Automatic,Second,5.0,VOLKSWAGEN,39,1198.0,74.0,10500
3504,Dallas,8,55926,Gasoline,Dual_Clutch,First,0.0,BMW,43,0.0,0.0,29000
3505,Boston,11,60897,Gasoline,Semi-Automatic,Second,5.0,MERCEDES-BENZ,32,2987.0,282.0,50000
3506,Orlando,8,41261,Diesel,Automatic,First,0.0,HYUNDAI,0,0.0,0.0,5320
3507,San_Francisco,8,31070,Gasoline,Continuously_Variable,First,4.0,JAGUAR,30,2993.0,271.23,90000
3508,Houston,5,39341,Gasoline,Automatic,First,5.0,GM,67,1248.0,74.0,10200
3509,Dallas,6,41012,Gasoline,Automatic,First,5.0,HONDA,61,1498.0,98.6,7000
3510,Austin,9,45984,Gasoline,Semi-Automatic,Second,5.0,BMW,38,1995.0,181.0,25000
3511,San_Francisco,8,57790,Gasoline,Automatic,First,5.0,HYUNDAI,55,1396.0,88.7,11100
3512,Dallas,5,43498,Gasoline,Semi-Automatic,First,7.0,TOYOTA,27,2982.0,169.0,38960
3513,Austin,8,30307,CNG,Automatic,First,5.0,GM,44,1197.0,85.8,7820
3514,Chicago,10,41012,Diesel,Automatic,First,5.0,CHEVROLET,44,1199.0,79.4,4380
3515,Seattle,3,17037,Diesel,Manual,First,5.0,HYUNDAI,44,1197.0,82.0,13780
3516,Seattle,9,32060,CNG,Automatic,Second,5.0,FORD,37,1196.0,70.0,6940
3517,Charlotte,12,53652,Diesel,Dual_Clutch,Second,5.0,NISSAN,21,2349.0,0.0,6500
3518,Los_Angeles,10,46605,Diesel,Automatic,First,5.0,GM,38,1298.0,88.2,5700
3519,Seattle,4,24382,Gasoline,Continuously_Variable,First,5.0,AUDI,40,1968.0,174.33,51280
3520,Orlando,2,7436,Diesel,Automatic,First,5.0,HONDA,40,1497.0,116.3,20560
3521,San_Francisco,5,22992,Diesel,Automatic,First,5.0,HONDA,43,1199.0,88.7,12600
3522,Chicago,6,44070,Gasoline,Automatic,First,5.0,VOLKSWAGEN,47,1498.0,88.8,9500
3523,San_Francisco,7,40565,Gasoline,Automatic,First,5.0,NISSAN,47,1461.0,83.14,11600
3524,San_Francisco,4,38527,Gasoline,Continuously_Variable,First,7.0,RAM,29,2179.0,187.7,89000
3525,Orlando,6,27668,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,82.9,9300
3526,Houston,11,53977,CNG,Automatic,First,5.0,HONDA,40,1497.0,118.0,7200
3527,San_Francisco,5,63772,Gasoline,Automatic,First,7.0,TESLA,38,2179.0,140.0,24500
3528,Houston,3,27963,Gasoline,Automatic,First,5.0,JEEP,38,1956.0,170.0,40000
3529,Houston,3,13671,Gasoline,Automatic,First,7.0,TESLA,38,2179.0,140.0,32000
3530,Seattle,9,67674,Gasoline,Manual,Second,8.0,TESLA,28,2179.0,120.0,12420
3531,Atlanta,4,7954,CNG,Automatic,First,7.0,OTHERS,46,1198.0,67.0,6500
3532,Atlanta,4,19885,Gasoline,Automatic,First,7.0,TESLA,36,2179.0,120.0,19500
3533,Charlotte,6,24235,Diesel,Continuously_Variable,First,5.0,HONDA,36,1198.0,86.7,8900
3534,Los_Angeles,3,26099,Gasoline,Automatic,First,5.0,HONDA,60,1498.0,98.6,24000
3535,Chicago,12,45362,Diesel,Automatic,First,5.0,CHRYSLER,34,1396.0,65.0,1600
3536,Chicago,2,29827,Gasoline,Automatic,First,5.0,HYUNDAI,56,1186.0,73.97,11900
3537,Los_Angeles,5,11185,Ethanol,Automatic,First,4.0,GM,79,796.0,40.3,6000
3538,Atlanta,6,11807,Diesel,Automatic,First,5.0,HYUNDAI,41,1396.0,105.5,10500
3539,Seattle,1,20878,Gasoline,Automatic,First,7.0,TOYOTA,32,2393.0,147.8,44400
3540,Houston,8,39148,Gasoline,Semi-Automatic,First,5.0,BMW,40,1995.0,184.0,27000
3541,Chicago,5,29827,Gasoline,Manual,First,5.0,VOLKSWAGEN,40,1968.0,138.03,27000
3542,Dallas,6,41012,Gasoline,Automatic,First,5.0,FORD,47,1399.0,68.05,6940
3543,Austin,7,49712,Gasoline,Manual,Second,7.0,TESLA,26,2696.0,184.0,19000
3544,Chicago,9,22992,Diesel,Automatic,First,5.0,VOLKSWAGEN,35,1598.0,103.6,9600
3545,Orlando,4,21785,Diesel,Automatic,First,5.0,LEXUS,35,1598.0,103.52,13080
3546,Dallas,8,32313,CNG,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,73.9,6200
3547,San_Francisco,5,38100,Gasoline,Automatic,First,5.0,GM,56,1248.0,88.5,15980
3548,Atlanta,11,27963,CNG,Automatic,Second,5.0,TOYOTA,34,1798.0,138.1,6600
3549,Boston,5,45984,Gasoline,Automatic,First,7.0,GM,49,1248.0,88.8,17500
3550,San_Francisco,7,55305,Diesel,Dual_Clutch,First,5.0,HYUNDAI,45,1197.0,80.0,8380
3551,Orlando,1,8335,Gasoline,Dual_Clutch,First,5.0,MERCEDES-BENZ,42,2143.0,136.0,61540
3552,Houston,14,59033,Diesel,Automatic,Second,5.0,HONDA,40,1497.0,100.0,4220
3553,Houston,2,9880,Diesel,Automatic,First,6.0,TESLA,43,1198.0,82.0,12500
3554,Dallas,9,93831,Gasoline,Automatic,First,7.0,TOYOTA,27,2982.0,171.0,22800
3555,Boston,9,40391,Diesel,Automatic,First,5.0,HONDA,40,1497.0,118.0,10400
3556,Seattle,3,22882,Gasoline,Dual_Clutch,First,5.0,AUDI,44,1968.0,187.74,79680
3557,Seattle,7,40569,Gasoline,Automatic,First,5.0,FORD,47,1399.0,68.05,8900
3558,Atlanta,6,32313,Gasoline,Dual_Clutch,First,5.0,MERCEDES-BENZ,42,2143.0,136.0,39000
3559,San_Francisco,13,20506,CNG,Automatic,First,5.0,CHEVROLET,36,1150.0,74.9,3500
3560,San_Francisco,4,44119,Gasoline,Automatic,First,5.0,FORD,61,1498.0,99.0,10200
3561,Dallas,7,44119,Gasoline,Manual,First,5.0,HYUNDAI,53,1582.0,126.2,13600
3562,Atlanta,4,12428,Diesel,Dual_Clutch,First,5.0,GM,50,1197.0,83.1,11480
3563,San_Francisco,10,44119,Diesel,Automatic,First,5.0,GM,38,1197.0,85.0,6600
3564,San_Francisco,10,18021,Gasoline,Manual,First,4.0,MERCEDES-BENZ,23,3498.0,271.72,64000
3565,Austin,4,16778,Gasoline,Semi-Automatic,First,5.0,BMW,51,1995.0,190.0,70000
3566,Chicago,3,11807,Gasoline,Semi-Automatic,First,5.0,GM,67,1248.0,73.75,17800
3567,Charlotte,9,36041,CNG,Automatic,Second,5.0,HYUNDAI,40,1591.0,121.3,8000
3568,Orlando,2,26225,Gasoline,Automatic,First,5.0,JEEP,40,1956.0,170.0,38920
3569,San_Francisco,11,58412,Gasoline,Manual,First,5.0,HYUNDAI,27,1991.0,142.0,10500
3570,Dallas,7,32313,Ethanol,Automatic,Second,5.0,GM,36,1196.0,73.0,5200
3571,Atlanta,2,3045,Gasoline,Automatic,First,5.0,CHRYSLER,51,1497.0,108.5,18440
3572,Houston,7,43498,Diesel,Automatic,First,5.0,HYUNDAI,50,814.0,55.2,3600
3573,San_Francisco,15,62140,Gasoline,Automatic,Second,5.0,CHRYSLER,32,1405.0,0.0,2600
3574,Orlando,5,40556,Gasoline,Semi-Automatic,First,5.0,BMW,35,2993.0,258.0,63500
3575,Dallas,6,33909,Gasoline,Automatic,First,7.0,GM,49,1248.0,88.76,11980
3576,Orlando,5,31916,Diesel,Automatic,First,5.0,HONDA,42,1198.0,86.7,9880
3577,Houston,13,77675,Diesel,Automatic,Third,5.0,FORD,39,1388.0,68.0,3000
3578,Boston,12,41012,CNG,Automatic,Third,5.0,HONDA,32,1799.0,130.0,6500
3579,San_Francisco,13,40420,Ethanol,Automatic,First,5.0,GM,41,1061.0,57.5,3900
3580,Dallas,6,13845,Gasoline,Automatic,First,7.0,GM,49,1248.0,88.8,13000
3581,Dallas,7,39279,Gasoline,Automatic,First,5.0,HYUNDAI,56,1120.0,70.0,7420
3582,Los_Angeles,2,19263,CNG,Automatic,First,5.0,HYUNDAI,47,1197.0,81.86,10000
3583,Austin,12,37284,Diesel,Automatic,First,5.0,HYUNDAI,47,1086.0,68.05,3980
3584,Charlotte,3,19889,Diesel,Automatic,First,5.0,HONDA,42,1198.0,86.7,8500
3585,Austin,11,48469,Gasoline,Continuously_Variable,First,5.0,AUDI,29,2698.0,179.5,16000
3586,Charlotte,9,5896,Diesel,Automatic,First,5.0,HYUNDAI,48,1197.0,78.9,5900
3587,Los_Angeles,2,3107,CNG,Automatic,First,5.0,RENAULT,59,799.0,53.3,7000
3588,Houston,8,37284,Gasoline,Continuously_Variable,Second,5.0,AUDI,36,1968.0,140.8,32000
3589,Houston,5,31070,Diesel,Automatic,First,5.0,GM,53,796.0,47.3,5500
3590,Dallas,5,32934,Diesel,Automatic,First,5.0,HONDA,42,1497.0,117.3,13900
3591,Dallas,9,39770,Diesel,Semi-Automatic,Second,5.0,MERCEDES-BENZ,28,1796.0,186.0,25000
3592,Seattle,3,27234,Gasoline,Continuously_Variable,First,5.0,AUDI,31,2967.0,241.4,73660
3593,Los_Angeles,9,22638,CNG,Automatic,First,5.0,VOLKSWAGEN,38,1199.0,74.0,5400
3594,Charlotte,3,21749,Gasoline,Automatic,First,5.0,HYUNDAI,50,1396.0,88.7,19800
3595,Orlando,9,58929,Diesel,Automatic,First,5.0,HONDA,40,1497.0,118.0,7660
3596,Seattle,8,54920,CNG,Automatic,First,5.0,HONDA,40,1497.0,118.0,10500
3597,Atlanta,4,28084,Gasoline,Automatic,First,5.0,GM,53,1598.0,118.0,15500
3598,Charlotte,10,41012,Diesel,Automatic,Second,5.0,GM,39,1586.0,103.2,4920
3599,Atlanta,6,23972,Gasoline,Automatic,First,5.0,GM,55,1248.0,74.0,7920
3600,Chicago,5,24856,Gasoline,Automatic,First,7.0,GM,49,1248.0,88.8,16500
3601,Seattle,2,12821,CNG,Automatic,First,5.0,HYUNDAI,44,1197.0,81.83,15160
3602,San_Francisco,6,45388,Gasoline,Automatic,First,5.0,HYUNDAI,56,1120.0,70.0,7980
3603,Dallas,6,33715,Diesel,Automatic,First,5.0,HONDA,41,1497.0,117.3,12500
3604,San_Francisco,7,57790,Gasoline,Automatic,First,5.0,LEXUS,48,1598.0,103.5,10000
3605,San_Francisco,15,63383,Gasoline,Semi-Automatic,Second,5.0,MERCEDES-BENZ,26,2987.0,198.5,9300
3606,Seattle,4,17947,Gasoline,Semi-Automatic,First,7.0,HYUNDAI,31,2199.0,194.3,42740
3607,San_Francisco,13,32434,CNG,Automatic,First,5.0,GM,46,796.0,46.3,3500
3608,Seattle,2,12690,Gasoline,Automatic,First,5.0,OTHERS,29,2499.0,134.0,32180
3609,Atlanta,8,23613,Gasoline,Automatic,First,5.0,HYUNDAI,58,1396.0,88.7,8200
3610,Seattle,5,57719,Gasoline,Automatic,First,5.0,FORD,47,1399.0,68.0,7120
3611,Los_Angeles,10,26720,Diesel,Automatic,Second,5.0,HONDA,40,1497.0,118.0,8420
3612,Seattle,4,43795,Gasoline,Automatic,First,5.0,GM,42,1248.0,0.0,13720
3613,Dallas,5,35420,Gasoline,Automatic,First,5.0,HYUNDAI,56,1582.0,126.2,13200
3614,Seattle,2,20154,CNG,Semi-Automatic,First,5.0,HYUNDAI,31,1591.0,121.3,28700
3615,San_Francisco,3,19885,Gasoline,Automatic,First,5.0,FORD,53,1498.0,89.84,19000
3616,Dallas,9,36663,Gasoline,Continuously_Variable,First,4.0,BMW,26,2993.0,241.0,43800
3617,Seattle,4,47517,Gasoline,Continuously_Variable,First,5.0,BMW,43,1995.0,190.0,60900
3618,San_Francisco,4,62140,Gasoline,Automatic,First,5.0,FORD,61,1498.0,99.0,10200
3619,Los_Angeles,7,23045,Diesel,Manual,First,5.0,HYUNDAI,40,1591.0,121.3,10880
3620,Houston,10,83889,Gasoline,Automatic,First,5.0,FORD,32,1399.0,68.0,3200
3621,Orlando,6,34091,Gasoline,Continuously_Variable,First,5.0,AUDI,42,1968.0,174.33,33340
3622,San_Francisco,10,42105,Diesel,Automatic,First,5.0,HONDA,25,2354.0,0.0,19000
3623,Los_Angeles,8,34923,Diesel,Manual,First,5.0,HYUNDAI,35,1396.0,98.6,7700
3624,Orlando,9,105020,Gasoline,Automatic,First,7.0,TOYOTA,33,2755.0,174.5,21280
3625,Boston,4,12570,Diesel,Automatic,First,5.0,RENAULT,59,799.0,53.3,7000
3626,Chicago,12,38527,Diesel,Automatic,Third,5.0,CHEVROLET,42,995.0,62.0,2200
3627,San_Francisco,9,32002,Diesel,Automatic,Second,5.0,HYUNDAI,38,1599.0,103.2,5200
3628,San_Francisco,8,42877,Gasoline,Manual,First,5.0,BMW,44,1995.0,184.0,37000
3629,Boston,15,103774,Diesel,Automatic,First,5.0,HYUNDAI,0,1086.0,0.0,2700
3630,San_Francisco,5,38823,Gasoline,Automatic,First,5.0,GM,63,1248.0,74.0,15900
3631,Houston,3,37595,Gasoline,Automatic,First,5.0,HYUNDAI,60,1186.0,73.97,10980
3632,Charlotte,3,11172,Diesel,Continuously_Variable,First,5.0,HONDA,45,1199.0,88.7,13900
3633,Chicago,7,76432,Gasoline,Automatic,Second,5.0,FORD,42,1399.0,67.0,8900
3634,Atlanta,4,28147,Gasoline,Automatic,First,5.0,GM,59,1248.0,88.5,13980
3635,Seattle,12,48050,Diesel,Automatic,First,5.0,GM,37,1586.0,104.68,7020
3636,Orlando,2,16068,CNG,Manual,First,5.0,GM,50,1197.0,83.1,15080
3637,Boston,4,74568,Gasoline,Automatic,First,5.0,GM,55,1248.0,73.94,7300
3638,Austin,4,13671,Gasoline,Continuously_Variable,First,5.0,HYUNDAI,46,1582.0,126.24,32000
3639,Atlanta,8,6835,CNG,Automatic,First,5.0,CHEVROLET,38,995.0,62.1,2800
3640,Charlotte,3,2423,CNG,Automatic,First,5.0,HYUNDAI,44,1197.0,81.83,12900
3641,San_Francisco,4,65926,Gasoline,Automatic,First,5.0,HYUNDAI,57,1120.0,71.0,8800
3642,Dallas,5,16778,Diesel,Dual_Clutch,First,5.0,HONDA,45,1199.0,88.7,11900
3643,Austin,7,6835,Diesel,Automatic,First,5.0,HONDA,46,1198.0,86.8,7800
3644,Seattle,4,24703,Gasoline,Continuously_Variable,First,5.0,MERCEDES-BENZ,31,2143.0,201.1,70560
3645,Los_Angeles,3,24732,Gasoline,Automatic,First,7.0,CHRYSLER,41,2179.0,153.86,28500
3646,Los_Angeles,3,45362,Gasoline,Automatic,First,5.0,HYUNDAI,57,1120.0,71.0,9000
3647,Los_Angeles,5,34177,Gasoline,Automatic,First,5.0,FORD,53,1498.0,89.84,15000
3648,Seattle,3,11403,Diesel,Manual,First,4.0,CHRYSLER,52,624.0,37.48,6820
3649,Los_Angeles,7,27963,CNG,Automatic,Second,5.0,HONDA,46,1198.0,86.8,6500
3650,San_Francisco,4,69721,Gasoline,Automatic,First,7.0,GM,58,1248.0,88.5,16600
3651,Boston,10,18021,CNG,Automatic,First,5.0,HYUNDAI,48,1197.0,78.9,6900
3652,San_Francisco,13,35612,CNG,Automatic,First,5.0,HYUNDAI,40,1086.0,0.0,4200
3653,Charlotte,5,33178,Gasoline,Automatic,First,7.0,TESLA,38,2179.0,140.0,23900
3654,San_Francisco,10,44119,Gasoline,Automatic,First,5.0,VOLKSWAGEN,48,1598.0,103.6,8500
3655,San_Francisco,6,57790,Gasoline,Automatic,First,7.0,CHRYSLER,33,2179.0,138.1,16500
3656,San_Francisco,10,73947,CNG,Automatic,First,5.0,HONDA,24,2354.0,180.0,11900
3657,Seattle,4,26239,Diesel,Automatic,First,7.0,GM,36,1196.0,73.0,8600
3658,Austin,8,40391,Gasoline,Automatic,First,5.0,GM,54,1248.0,74.0,7800
3659,Los_Angeles,4,17281,CNG,Dual_Clutch,First,5.0,GM,50,1197.0,83.1,12820
3660,Seattle,5,40453,Gasoline,Automatic,First,7.0,TESLA,36,2179.0,140.0,16720
3661,Chicago,6,31691,Diesel,Automatic,First,5.0,HYUNDAI,45,1197.0,82.0,7700
3662,San_Francisco,3,6214,Gasoline,Continuously_Variable,First,5.0,MERCEDES-BENZ,45,2143.0,167.62,72000
3663,Atlanta,9,34112,Diesel,Automatic,First,5.0,LEXUS,31,1798.0,160.0,15000
3664,San_Francisco,5,50189,Gasoline,Automatic,First,5.0,VOLKSWAGEN,47,1498.0,88.73,11400
3665,Orlando,1,7504,Diesel,Automatic,First,5.0,GM,49,1197.0,81.8,11000
3666,Chicago,4,30449,Gasoline,Automatic,First,5.0,GM,59,1248.0,74.0,11800
3667,Charlotte,5,26326,Diesel,Automatic,First,5.0,HONDA,42,1497.0,117.3,15500
3668,Austin,10,42255,Gasoline,Dual_Clutch,First,5.0,BMW,27,2993.0,235.0,36000
3669,San_Francisco,12,76057,Gasoline,Automatic,First,5.0,LEXUS,41,1896.0,106.0,8800
3670,Seattle,3,31402,CNG,Manual,First,5.0,VOLKSWAGEN,40,1197.0,103.5,16540
3671,Austin,6,34363,Gasoline,Automatic,First,5.0,RENAULT,47,1461.0,83.8,9500
3672,San_Francisco,12,45421,Diesel,Manual,First,5.0,HONDA,40,1497.0,118.0,7600
3673,Austin,9,31754,Gasoline,Automatic,First,5.0,VOLKSWAGEN,48,1598.0,103.6,6800
3674,Los_Angeles,4,8349,Diesel,Automatic,Second,5.0,HYUNDAI,44,1197.0,82.0,9400
3675,Los_Angeles,12,47226,CNG,Automatic,Second,5.0,FORD,39,1388.0,68.0,2980
3676,Charlotte,4,39236,Gasoline,Automatic,Second,5.0,HYUNDAI,57,1120.0,71.0,9000
3677,San_Francisco,6,46534,Gasoline,Automatic,First,5.0,HONDA,61,1498.0,98.6,10800
3678,San_Francisco,4,8700,CNG,Continuously_Variable,First,5.0,HONDA,42,1497.0,117.3,23000
3679,Los_Angeles,8,34798,Gasoline,Automatic,Second,5.0,RENAULT,48,1461.0,108.5,7000
